ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,day_of_week
2017-08-14,239.01129003836803,187.81881140293055,255.59992190587124,239.01129003836803,239.01129003836803,-17.296382248857984,-17.296382248857984,-17.296382248857984,0.5098746638721864,0.5098746638721864,0.5098746638721864,-17.80625691273017,-17.80625691273017,-17.80625691273017,0.0,0.0,0.0,221.71490778951005,Monday
2017-08-15,239.29451678915544,192.6830493110832,256.67719586083734,239.29451678915544,239.29451678915544,-15.441232589970372,-15.441232589970372,-15.441232589970372,2.547495504468533,2.547495504468533,2.547495504468533,-17.988728094438905,-17.988728094438905,-17.988728094438905,0.0,0.0,0.0,223.85328419918505,Tuesday
2017-08-16,239.5777435399429,189.4425911063727,255.68116645259892,239.5777435399429,239.5777435399429,-15.372516820466975,-15.372516820466975,-15.372516820466975,2.910850137162162,2.910850137162162,2.910850137162162,-18.283366957629138,-18.283366957629138,-18.283366957629138,0.0,0.0,0.0,224.20522671947592,Wednesday
2017-08-17,239.86097029073036,190.19408271186373,256.74782154245975,239.86097029073036,239.86097029073036,-16.746344818699363,-16.746344818699363,-16.746344818699363,1.9209617238294714,1.9209617238294714,1.9209617238294714,-18.667306542528834,-18.667306542528834,-18.667306542528834,0.0,0.0,0.0,223.114625472031,Thursday
2017-08-18,240.1441970415178,190.94632628151194,257.09942095162154,240.1441970415178,240.1441970415178,-16.26334853532362,-16.26334853532362,-16.26334853532362,2.8517592821170332,2.8517592821170332,2.8517592821170332,-19.115107817440652,-19.115107817440652,-19.115107817440652,0.0,0.0,0.0,223.88084850619418,Friday
2017-08-21,240.99387729388013,187.53481715644824,255.16908531207912,240.99387729388013,240.99387729388013,-20.054231663585664,-20.054231663585664,-20.054231663585664,0.5098746638702975,0.5098746638702975,0.5098746638702975,-20.56410632745596,-20.56410632745596,-20.56410632745596,0.0,0.0,0.0,220.93964563029448,Monday
2017-08-22,241.2771040446676,188.36594809961224,254.94630567139163,241.2771040446676,241.2771040446676,-18.440067728674844,-18.440067728674844,-18.440067728674844,2.5474955044735554,2.5474955044735554,2.5474955044735554,-20.9875632331484,-20.9875632331484,-20.9875632331484,0.0,0.0,0.0,222.83703631599275,Tuesday
2017-08-23,241.56033079545503,191.8263109100259,257.22609494374393,241.56033079545503,241.56033079545503,-18.42473907678053,-18.42473907678053,-18.42473907678053,2.910850137162882,2.910850137162882,2.910850137162882,-21.335589213943408,-21.335589213943408,-21.335589213943408,0.0,0.0,0.0,223.1355917186745,Wednesday
2017-08-24,241.84355754624247,190.87704039543627,255.63272876210542,241.84355754624247,241.84355754624247,-19.662502972134448,-19.662502972134448,-19.662502972134448,1.9209617238312284,1.9209617238312284,1.9209617238312284,-21.583464695965677,-21.583464695965677,-21.583464695965677,0.0,0.0,0.0,222.18105457410803,Thursday
2017-08-25,242.12678429702993,188.37076891070578,258.10202757076803,242.12678429702993,242.12678429702993,-18.857515501317486,-18.857515501317486,-18.857515501317486,2.851759282119777,2.851759282119777,2.851759282119777,-21.709274783437262,-21.709274783437262,-21.709274783437262,0.0,0.0,0.0,223.26926879571243,Friday
2017-08-28,242.97646454939226,185.59718276329534,254.56635378287476,242.97646454939226,242.97646454939226,-20.68009180199887,-20.68009180199887,-20.68009180199887,0.5098746638766134,0.5098746638766134,0.5098746638766134,-21.189966465875482,-21.189966465875482,-21.189966465875482,0.0,0.0,0.0,222.29637274739338,Monday
2017-08-29,243.2596911941442,191.82994170837,259.128207617193,243.2596911941442,243.2596911941442,-18.137250201554934,-18.137250201554934,-18.137250201554934,2.547495504478578,2.547495504478578,2.547495504478578,-20.684745706033514,-20.684745706033514,-20.684745706033514,0.0,0.0,0.0,225.12244099258928,Tuesday
2017-08-30,243.54291783889616,194.76021827798817,259.1308853512475,243.54291783889616,243.54291783889616,-17.09791101484615,-17.09791101484615,-17.09791101484615,2.91085013715923,2.91085013715923,2.91085013715923,-20.00876115200538,-20.00876115200538,-20.00876115200538,0.0,0.0,0.0,226.44500682405,Wednesday
2017-08-31,243.8261444836481,191.6553848908086,260.5292565631977,243.8261444836481,243.8261444836481,-17.245672585987283,-17.245672585987283,-17.245672585987283,1.9209617238291592,1.9209617238291592,1.9209617238291592,-19.16663430981644,-19.16663430981644,-19.16663430981644,0.0,0.0,0.0,226.58047189766083,Thursday
2017-09-01,244.10937112840006,194.96861059013307,262.2442834680799,244.10937112840006,244.10937112840006,-15.316142895678745,-15.316142895678745,-15.316142895678745,2.8517592821184117,2.8517592821184117,2.8517592821184117,-18.167902177797156,-18.167902177797156,-18.167902177797156,0.0,0.0,0.0,228.7932282327213,Friday
2017-09-04,244.95905106265587,198.00605750986088,262.28940106381333,244.95905106265587,244.95905106265587,-13.885919506791176,-13.885919506791176,-13.885919506791176,0.5098746638747245,0.5098746638747245,0.5098746638747245,-14.3957941706659,-14.3957941706659,-14.3957941706659,0.0,0.0,0.0,231.0731315558647,Monday
2017-09-05,245.2422777074078,204.24982067856902,268.5782573861822,245.2422777074078,245.2422777074078,-10.406699572081939,-10.406699572081939,-10.406699572081939,2.5474955044706546,2.5474955044706546,2.5474955044706546,-12.954195076552594,-12.954195076552594,-12.954195076552594,0.0,0.0,0.0,234.83557813532585,Tuesday
2017-09-06,245.52550435215974,204.36835035865073,269.7477550563419,245.52550435215974,245.52550435215974,-8.554766938268468,-8.554766938268468,-8.554766938268468,2.91085013717021,2.91085013717021,2.91085013717021,-11.46561707543868,-11.46561707543868,-11.46561707543868,0.0,0.0,0.0,236.97073741389127,Wednesday
2017-09-08,246.09195764166364,204.71926694598915,274.0367310797981,246.09195764166364,246.09195764166364,-5.618480766710641,-5.618480766710641,-5.618480766710641,2.8517592821142927,2.8517592821142927,2.8517592821142927,-8.470240048824934,-8.470240048824934,-8.470240048824934,0.0,0.0,0.0,240.473476874953,Friday
2017-09-11,246.9416375759195,210.51985390578992,274.3348968497316,246.9416375759195,246.9416375759195,-3.893941215807944,-3.893941215807944,-3.893941215807944,0.5098746638687917,0.5098746638687917,0.5098746638687917,-4.403815879676735,-4.403815879676735,-4.403815879676735,0.0,0.0,0.0,243.04769636011153,Monday
2017-09-12,247.22486422067144,212.86552596523046,280.6935269315965,247.22486422067144,247.22486422067144,-0.734411350911274,-0.734411350911274,-0.734411350911274,2.547495504475678,2.547495504475678,2.547495504475678,-3.281906855386952,-3.281906855386952,-3.281906855386952,0.0,0.0,0.0,246.49045286976016,Tuesday
2017-09-13,247.50809086542338,213.5296532676917,281.2904319034873,247.50809086542338,247.50809086542338,0.5904540191243034,0.5904540191243034,0.5904540191243034,2.9108501371665585,2.9108501371665585,2.9108501371665585,-2.320396118042255,-2.320396118042255,-2.320396118042255,0.0,0.0,0.0,248.0985448845477,Wednesday
2017-09-14,247.79131751017533,215.4543036038642,281.349672271032,247.79131751017533,247.79131751017533,0.38049297620315836,0.38049297620315836,0.38049297620315836,1.9209617238308772,1.9209617238308772,1.9209617238308772,-1.5404687476277188,-1.5404687476277188,-1.5404687476277188,0.0,0.0,0.0,248.1718104863785,Thursday
2017-09-15,248.07454415492728,217.02911610577976,284.5379451473205,248.07454415492728,248.07454415492728,1.8926238880663964,1.8926238880663964,1.8926238880663964,2.8517592821129276,2.8517592821129276,2.8517592821129276,-0.9591353940465309,-0.9591353940465309,-0.9591353940465309,0.0,0.0,0.0,249.96716804299368,Friday
2017-09-18,248.9242240891831,214.81032831748888,284.56508947435265,248.9242240891831,248.9242240891831,0.004706596902443175,0.004706596902443175,0.004706596902443175,0.509874663875107,0.509874663875107,0.509874663875107,-0.5051680669726639,-0.5051680669726639,-0.5051680669726639,0.0,0.0,0.0,248.92893068608555,Monday
2017-09-19,249.20745073393505,217.89337049944984,283.87262232639654,249.20745073393505,249.20745073393505,1.7565279846705073,1.7565279846705073,1.7565279846705073,2.547495504473721,2.547495504473721,2.547495504473721,-0.790967519803214,-0.790967519803214,-0.790967519803214,0.0,0.0,0.0,250.96397871860555,Tuesday
2017-09-20,249.490677378687,218.05261417564782,282.6292989913815,249.490677378687,249.490677378687,1.6251106223793081,1.6251106223793081,1.6251106223793081,2.9108501371672784,2.9108501371672784,2.9108501371672784,-1.2857395147879698,-1.2857395147879698,-1.2857395147879698,0.0,0.0,0.0,251.1157880010663,Wednesday
2017-09-21,249.77390402343892,219.1609360882452,280.64374158401523,249.77390402343892,249.77390402343892,-0.05509557727614048,-0.05509557727614048,-0.05509557727614048,1.920961723829706,1.920961723829706,1.920961723829706,-1.9760573011058467,-1.9760573011058467,-1.9760573011058467,0.0,0.0,0.0,249.71880844616277,Thursday
2017-09-22,250.05713066819087,218.10975843533623,283.5222938300114,250.05713066819087,250.05713066819087,0.007987737556986911,0.007987737556986911,0.007987737556986911,2.851759282118424,2.851759282118424,2.851759282118424,-2.8437715445614375,-2.8437715445614375,-2.8437715445614375,0.0,0.0,0.0,250.06511840574785,Friday
2017-09-25,250.9068106024467,212.3021050370523,277.8944956768369,250.9068106024467,250.9068106024467,-5.759279751291872,-5.759279751291872,-5.759279751291872,0.5098746638814229,0.5098746638814229,0.5098746638814229,-6.269154415173294,-6.269154415173294,-6.269154415173294,0.0,0.0,0.0,245.14753085115484,Monday
2017-09-26,251.19003743339073,214.5215716805307,281.2400444962142,251.19003743339073,251.19003743339073,-5.0409648241877845,-5.0409648241877845,-5.0409648241877845,2.5474955044787433,2.5474955044787433,2.5474955044787433,-7.588460328666527,-7.588460328666527,-7.588460328666527,0.0,0.0,0.0,246.14907260920293,Tuesday
2017-09-27,251.47326426433477,212.6574426225481,282.369773197852,251.47326426433477,251.47326426433477,-6.032020465508691,-6.032020465508691,-6.032020465508691,2.9108501371643856,2.9108501371643856,2.9108501371643856,-8.942870602673077,-8.942870602673077,-8.942870602673077,0.0,0.0,0.0,245.4412437988261,Wednesday
2017-09-28,251.75649109527876,209.04427949650585,275.924950863489,251.75649109527876,251.75649109527876,-8.377707455764925,-8.377707455764925,-8.377707455764925,1.9209617238296666,1.9209617238296666,1.9209617238296666,-10.298669179594592,-10.298669179594592,-10.298669179594592,0.0,0.0,0.0,243.37878363951384,Thursday
2017-09-29,252.03971792622278,209.98742464315623,274.3951342241664,252.03971792622278,252.03971792622278,-8.770549041036404,-8.770549041036404,-8.770549041036404,2.8517592821143056,2.8517592821143056,2.8517592821143056,-11.622308323150708,-11.622308323150708,-11.622308323150708,0.0,0.0,0.0,243.2691688851864,Friday
2017-10-02,252.88939841905486,204.2333365059675,272.44543654748134,252.88939841905486,252.88939841905486,-14.57503007322596,-14.57503007322596,-14.57503007322596,0.5098746638672853,0.5098746638672853,0.5098746638672853,-15.084904737093245,-15.084904737093245,-15.084904737093245,0.0,0.0,0.0,238.31436834582888,Monday
2017-10-03,253.1726252499989,207.58638426059284,271.51303678132444,253.1726252499989,253.1726252499989,-13.429242231157248,-13.429242231157248,-13.429242231157248,2.5474955044718346,2.5474955044718346,2.5474955044718346,-15.976737735629085,-15.976737735629085,-15.976737735629085,0.0,0.0,0.0,239.74338301884166,Tuesday
2017-10-04,253.45585208094292,208.10760179377635,272.4278326426205,253.45585208094292,253.45585208094292,-13.788611585116913,-13.788611585116913,-13.788611585116913,2.910850137160733,2.910850137160733,2.910850137160733,-16.699461722277647,-16.699461722277647,-16.699461722277647,0.0,0.0,0.0,239.667240495826,Wednesday
2017-10-05,253.73907891188693,204.72371630884518,273.1132767412062,253.73907891188693,253.73907891188693,-15.315695383964668,-15.315695383964668,-15.315695383964668,1.9209617238314234,1.9209617238314234,1.9209617238314234,-17.23665710779609,-17.23665710779609,-17.23665710779609,0.0,0.0,0.0,238.42338352792225,Thursday
2017-10-06,254.02230574283095,206.64566128493558,272.1818605127079,254.02230574283095,254.02230574283095,-14.724976532259793,-14.724976532259793,-14.724976532259793,2.851759282110187,2.851759282110187,2.851759282110187,-17.576735814369982,-17.576735814369982,-17.576735814369982,0.0,0.0,0.0,239.29732921057115,Friday
2017-10-09,254.87198623566303,206.15686277195843,269.15564473045475,254.87198623566303,254.87198623566303,-16.865736930371487,-16.865736930371487,-16.865736930371487,0.5098746638818056,0.5098746638818056,0.5098746638818056,-17.375611594253293,-17.375611594253293,-17.375611594253293,0.0,0.0,0.0,238.00624930529153,Monday
2017-10-10,255.15521306660705,208.87341590623544,273.78803920227847,255.15521306660705,255.15521306660705,-14.367146393046639,-14.367146393046639,-14.367146393046639,2.547495504469878,2.547495504469878,2.547495504469878,-16.914641897516514,-16.914641897516514,-16.914641897516514,0.0,0.0,0.0,240.78806667356042,Tuesday
2017-10-11,255.4384398975511,208.3263734143263,274.0430009450554,255.4384398975511,255.4384398975511,-13.365039142331966,-13.365039142331966,-13.365039142331966,2.9108501371658235,2.9108501371658235,2.9108501371658235,-16.27588927949779,-16.27588927949779,-16.27588927949779,0.0,0.0,0.0,242.07340075521913,Wednesday
2017-10-13,256.00489355943915,210.70479634052455,278.1082747863898,256.00489355943915,256.00489355943915,-11.690965442035322,-11.690965442035322,-11.690965442035322,2.851759282118438,2.851759282118438,2.851759282118438,-14.54272472415376,-14.54272472415376,-14.54272472415376,0.0,0.0,0.0,244.31392811740383,Friday
2017-10-16,256.8545740522712,215.37343820247096,279.56573460054915,256.8545740522712,256.8545740522712,-10.676620991212122,-10.676620991212122,-10.676620991212122,0.5098746638799166,0.5098746638799166,0.5098746638799166,-11.186495655092036,-11.186495655092036,-11.186495655092036,0.0,0.0,0.0,246.17795306105904,Monday
2017-10-17,257.1378008832152,218.6608295928805,282.44901297716086,257.1378008832152,257.1378008832152,-7.4373417457514455,-7.4373417457514455,-7.4373417457514455,2.547495504467921,2.547495504467921,2.547495504467921,-9.984837250219366,-9.984837250219366,-9.984837250219366,0.0,0.0,0.0,249.70045913746378,Tuesday
2017-10-18,257.4210277141592,219.86519066062507,282.93862543880135,257.4210277141592,257.4210277141592,-5.8838229458789835,-5.8838229458789835,-5.8838229458789835,2.910850137162931,2.910850137162931,2.910850137162931,-8.794673083041916,-8.794673083041916,-8.794673083041916,0.0,0.0,0.0,251.53720476828022,Wednesday
2017-10-19,257.70425454510325,220.23060689903767,284.2185930246477,257.70425454510325,257.70425454510325,-5.726672658248265,-5.726672658248265,-5.726672658248265,1.9209617238311112,1.9209617238311112,1.9209617238311112,-7.647634382079376,-7.647634382079376,-7.647634382079376,0.0,0.0,0.0,251.97758188685498,Thursday
2017-10-20,257.9874813760473,221.99139505627008,286.27585114054,257.9874813760473,257.9874813760473,-3.7223936698808138,-3.7223936698808138,-3.7223936698808138,2.851759282121181,2.851759282121181,2.851759282121181,-6.574152952001994,-6.574152952001994,-6.574152952001994,0.0,0.0,0.0,254.2650877061665,Friday
2017-10-23,258.8371618688794,221.42717554244592,287.5529341936149,258.8371618688794,258.8371618688794,-3.5562907542517794,-3.5562907542517794,-3.5562907542517794,0.5098746638862326,0.5098746638862326,0.5098746638862326,-4.066165418138012,-4.066165418138012,-4.066165418138012,0.0,0.0,0.0,255.2808711146276,Monday
2017-10-24,259.12038868194287,226.34351849909544,291.70488321601545,259.12038868194287,259.12038868194287,-0.99502902993767,-0.99502902993767,-0.99502902993767,2.547495504473957,2.547495504473957,2.547495504473957,-3.5425245344116267,-3.5425245344116267,-3.5425245344116267,0.0,0.0,0.0,258.1253596520052,Tuesday
2017-10-25,259.4036154950064,226.19753895872225,292.9545372528729,259.4036154950064,259.4036154950064,-0.2920900627850004,-0.2920900627850004,-0.2920900627850004,2.91085013716365,2.91085013716365,2.91085013716365,-3.202940199948651,-3.202940199948651,-3.202940199948651,0.0,0.0,0.0,259.1115254322214,Wednesday
2017-10-26,259.68684230806986,225.61803208344264,288.8457933301137,259.68684230806986,259.68684230806986,-1.1366534053215118,-1.1366534053215118,-1.1366534053215118,1.9209617238328682,1.9209617238328682,1.9209617238328682,-3.05761512915438,-3.05761512915438,-3.05761512915438,0.0,0.0,0.0,258.55018890274835,Thursday
2017-10-27,259.9700691211334,226.95502712233085,293.4356038912667,259.9700691211334,259.9700691211334,-0.2603305650544032,-0.2603305650544032,-0.2603305650544032,2.8517592821198154,2.8517592821198154,2.8517592821198154,-3.1120898471742184,-3.1120898471742184,-3.1120898471742184,0.0,0.0,0.0,259.709738556079,Friday
