Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Variation,Adj_Close_Norm,Log_Returns
2016-01-04,23.850000381469727,24.149999618530273,22.579999923706055,22.829999923706055,12.888202667236328,6505000,BBSE3.SA,1.0200004577636719,100.0,
2016-01-05,23.18000030517578,24.329999923706055,23.100000381469727,24.290000915527344,13.712416648864746,6276000,BBSE3.SA,1.1100006103515625,106.39510413444762,0.061989376086797894
2016-01-06,24.049999237060547,24.610000610351562,23.770000457763672,24.100000381469727,13.60515308380127,4376300,BBSE3.SA,0.05000114440917969,105.56284250857983,-0.007853122907470238
2016-01-07,23.489999771118164,24.09000015258789,23.1200008392334,23.149999618530273,13.06885051727295,5940300,BBSE3.SA,0.3400001525878906,101.40165277270083,-0.040217048609633425
2016-01-08,23.420000076293945,23.81999969482422,23.299999237060547,23.59000015258789,13.317243576049805,4878400,BBSE3.SA,0.1700000762939453,103.3289429091937,0.018828129375112312
2016-01-11,23.600000381469727,23.899999618530273,22.75,22.850000381469727,12.899494171142578,4818400,BBSE3.SA,0.75,100.08761116035949,-0.031871605902970265
2016-01-12,23.020000457763672,23.969999313354492,22.90999984741211,23.229999542236328,13.114013671875,4969100,BBSE3.SA,0.20999908447265625,101.75207521536511,0.01649330532180032
2016-01-13,23.690000534057617,23.84000015258789,22.8700008392334,23.040000915527344,13.006754875183105,4123100,BBSE3.SA,0.6499996185302734,100.91985058745354,-0.008212576084787114
2016-01-14,23.209999084472656,23.799999237060547,22.75,23.799999237060547,13.43579387664795,3603600,BBSE3.SA,0.5900001525878906,104.24877869746476,0.03245350221111474
2016-01-15,23.209999084472656,23.399999618530273,22.610000610351562,22.799999237060547,12.871262550354004,8038700,BBSE3.SA,0.4099998474121094,99.86856106068701,-0.042925213450501
2016-01-18,22.969999313354492,22.979999542236328,22.219999313354492,22.25,12.560774803161621,2733900,BBSE3.SA,0.7199993133544922,97.45947613853811,-0.024418269769898235
2016-01-19,23.0,23.100000381469727,22.34000015258789,22.690000534057617,12.80916690826416,4163600,BBSE3.SA,0.3099994659423828,99.38675887543972,0.019582232022909506
2016-01-20,22.239999771118164,23.15999984741211,21.829999923706055,22.940000534057617,12.950300216674805,7307300,BBSE3.SA,0.7000007629394531,100.48181698442977,0.010957891321504907
2016-01-21,22.860000610351562,22.90999984741211,21.719999313354492,21.719999313354492,12.261574745178223,11771000,BBSE3.SA,1.1400012969970703,95.13797277838371,-0.05464860259892736
2016-01-22,22.09000015258789,22.549999237060547,21.860000610351562,21.979999542236328,12.408354759216309,6843600,BBSE3.SA,0.1100006103515625,96.27684386714478,0.011899648601106809
2016-01-26,21.670000076293945,22.290000915527344,21.0,21.0,11.855113983154297,8309100,BBSE3.SA,0.6700000762939453,91.9842299911353,-0.045610682387954946
2016-01-27,21.0,21.43000030517578,20.899999618530273,21.059999465942383,11.888983726501465,11857200,BBSE3.SA,0.05999946594238281,92.24702647425757,0.002852899843454658
2016-01-28,21.219999313354492,21.950000762939453,20.950000762939453,21.75,12.278509140014648,9863500,BBSE3.SA,0.5300006866455078,95.26936732014923,0.03223827572316017
2016-01-29,22.049999237060547,23.1299991607666,21.959999084472656,23.1299991607666,13.057560920715332,11649200,BBSE3.SA,1.0799999237060547,101.31405641152382,0.061516837077636395
2016-02-01,22.93000030517578,23.75,22.760000228881836,23.5,13.266436576843262,4832200,BBSE3.SA,0.5699996948242188,102.93472968553216,0.015869933127739537
2016-02-02,23.18000030517578,23.350000381469727,22.31999969482422,22.5,12.701906204223633,4792300,BBSE3.SA,0.6800003051757812,98.55451944834567,-0.0434852029956538
2016-02-03,22.739999771118164,23.100000381469727,22.280000686645508,23.06999969482422,13.023687362670898,4600700,BBSE3.SA,0.3299999237060547,101.05123033003657,0.0250177272409336
2016-02-04,23.270000457763672,23.850000381469727,23.09000015258789,23.440000534057617,13.232563972473145,6049300,BBSE3.SA,0.1700000762939453,102.67191100363615,0.015910954971546872
2016-02-05,23.329999923706055,24.09000015258789,23.309999465942383,24.0,13.548701286315918,6683200,BBSE3.SA,0.6700000762939453,105.1248311043298,0.023609937469156385
2016-02-10,23.700000762939453,24.0,23.34000015258789,24.0,13.548701286315918,4122400,BBSE3.SA,0.2999992370605469,105.1248311043298,0.0
2016-02-11,23.610000610351562,23.790000915527344,22.719999313354492,23.100000381469727,13.040624618530273,6032500,BBSE3.SA,0.5100002288818359,101.18264707057583,-0.03822124115847163
2016-02-12,23.399999618530273,23.399999618530273,22.829999923706055,23.100000381469727,13.040624618530273,4523200,BBSE3.SA,0.2999992370605469,101.18264707057583,0.0
2016-02-15,23.489999771118164,23.799999237060547,23.309999465942383,23.510000228881836,13.272083282470703,2311900,BBSE3.SA,0.020000457763671875,102.97854266530318,0.017593372373621883
2016-02-16,23.389999389648438,23.8700008392334,23.3700008392334,23.700000762939453,13.379342079162598,3566000,BBSE3.SA,0.3100013732910156,103.81076729321472,0.00804905361116937
2016-02-17,23.899999618530273,24.950000762939453,23.75,24.809999465942383,14.00597095489502,8100900,BBSE3.SA,0.9099998474121094,108.67280191442225,0.045771853939414894
2016-02-18,24.809999465942383,24.809999465942383,23.940000534057617,24.049999237060547,13.576925277709961,4376100,BBSE3.SA,0.7600002288818359,105.34382200727232,-0.031112054460155865
2016-02-19,23.899999618530273,24.389999389648438,23.65999984741211,24.209999084472656,13.667253494262695,2704700,BBSE3.SA,0.3099994659423828,106.04468169178334,0.006631034709530796
2016-02-22,24.829999923706055,25.40999984741211,24.549999237060547,25.25,14.254365921020508,7047600,BBSE3.SA,0.4200000762939453,110.6001068500976,0.0420605244933041
2016-02-23,25.329999923706055,25.3700008392334,24.549999237060547,25.030000686645508,14.130166053771973,4042900,BBSE3.SA,0.2999992370605469,109.6364358832818,-0.008751291725566025
2016-02-24,23.670000076293945,23.760000228881836,22.6200008392334,23.399999618530273,13.667445182800293,6563500,BBSE3.SA,0.2700004577636719,106.04616900962391,-0.03329520747776748
2016-02-25,23.100000381469727,23.920000076293945,23.100000381469727,23.600000381469727,13.784262657165527,7305300,BBSE3.SA,0.5,106.95255974059994,0.008510813256106238
2016-02-26,23.899999618530273,24.399999618530273,23.600000381469727,23.600000381469727,13.784262657165527,4191100,BBSE3.SA,0.2999992370605469,106.95255974059994,0.0
2016-02-29,24.100000381469727,24.59000015258789,23.770000457763672,24.1200008392334,14.087982177734375,6126800,BBSE3.SA,0.020000457763671875,109.30912976367186,0.02179455186095539
2016-03-01,24.299999237060547,25.520000457763672,24.209999084472656,25.440000534057617,14.858964920043945,6961200,BBSE3.SA,1.1400012969970703,115.29121091350913,0.05328127528966008
2016-03-02,25.510000228881836,26.260000228881836,25.209999084472656,25.989999771118164,15.180209159851074,5980300,BBSE3.SA,0.4799995422363281,117.7837558253282,0.021389169103232745
